"ccode","year","n.docs","n.words","n.binary","rights","alt.dv.perc","muslim","muslim.maj","mena","polity2","physint","amnesty","statedept","gdp.pc.un","pop.wdi","wopol","wosoc","wecon","domestic9","count","region"
620,1989,0,NA,0,NA,NA,0.98,1,1,-7,2,3,3,6502.55622803131,4294547,1,1,1,0,110,"MENA"
56,1989,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,3137.50159503841,135954,NA,NA,NA,0,NA,"LA"
223,1989,0,NA,0,NA,NA,0.02,0,0,NA,NA,NA,NA,39430.4954032172,28405,NA,NA,NA,250,6,"West"
780,1989,0,NA,0,NA,NA,0.08,0,0,5,0,5,5,416.226105007081,16825000,2,1,1,4187,57,"Asia"
570,1989,0,NA,0,NA,NA,0,0,0,-7,5,2,2,287.561065117775,1569936,1,0,0,0,1,"Africa"
212,1989,0,NA,0,NA,NA,0.01,0,0,10,8,NA,1,26345.9848256166,377100,2,3,2,0,7,"West"
600,1989,0,NA,0,NA,NA,0.99,1,1,-8,4,3,3,1054.40388709517,24489354,1,0,1,0,16,"MENA"
580,1989,0,NA,0,NA,NA,0.01,0,0,-6,4,3,3,222.920451505661,11205548,2,1,2,0,2,"Africa"
781,1989,0,NA,0,NA,NA,1,1,0,NA,NA,1,1,1170.71273323919,216553,NA,NA,NA,0,NA,"EECA"
70,1989,0,NA,0,NA,NA,0,0,0,0,1,3,3,3305.07678928055,83901643,2,1,1,250,268,"LA"
432,1989,0,NA,0,NA,NA,0.94,1,0,-7,6,2,2,264.912190494932,8322726,2,0,1,0,1,"Africa"
338,1989,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,5863.69135610354,350722,NA,NA,NA,0,23,"EECA"
775,1989,0,NA,0,NA,NA,0.02,0,0,-6,0,4,4,116.845776092481,41379635,0,2,1,3937,21,"Asia"
712,1989,0,NA,0,NA,NA,0.1,0,0,-7,NA,NA,NA,694.935841566795,2141006,2,NA,2,0,NA,"Asia"
541,1989,0,NA,0,NA,NA,0.13,0,0,-7,2,3,4,201.920311275573,13181941,2,1,1,3125,15,"Africa"
435,1989,0,NA,0,NA,NA,0.99,1,0,-7,4,3,4,787.4288541889,1968870,1,1,1,625,7,"Africa"
590,1989,0,NA,0,NA,NA,0.16,0,0,10,7,1,1,2073.77425962984,1051260,2,1,1,0,2,"Africa"
553,1989,0,NA,0,NA,NA,0.16,0,0,-9,3,3,2,307.541409644048,9073088,2,1,1,0,NA,"Africa"
820,1989,0,NA,0,NA,NA,0.49,0,0,4,6,2,2,2370.36770507616,17707064,2,1,1,0,14,"Asia"
436,1989,0,NA,0,NA,NA,0.99,1,0,-7,7,2,2,295.490473810515,7671233,1,1,2,0,7,"Africa"
475,1989,0,NA,0,NA,NA,0.48,0,0,-5,4,3,3,332.901096668874,93179755,1,0,1,750,15,"Africa"
93,1989,0,NA,0,NA,NA,0,0,0,-1,1,3,4,849.281709341484,4055262,2,1,1,3250,472,"LA"
210,1989,1,253,1,0.00805449063850505,1,0.02,0,0,10,8,NA,NA,16175.5506000539,14848907,2,2,2,250,50,"West"
385,1989,0,NA,0,NA,NA,0.01,0,0,10,8,NA,1,23881.9167587631,4226901,3,2,2,0,18,"West"
790,1989,0,NA,0,NA,NA,0.04,0,0,-2,4,3,3,199.370632149581,18285434,2,1,1,0,13,"Asia"
920,1989,0,NA,0,NA,NA,0,0,0,10,8,NA,1,13085.0671759083,3299200,2,3,2,0,27,"West"
698,1989,0,NA,0,NA,NA,0.88,1,1,-10,7,NA,2,5317.7013098766,1741965,0,0,1,0,NA,"MENA"
770,1989,3,1018,1,0.106213353612328,0.666666666666667,0.97,1,0,8,3,3,3,455.19920382344,104530689,2,0,1,687,112,"Asia"
95,1989,0,NA,0,NA,NA,0.05,0,0,8,1,3,4,2295.57645575048,2419618,2,1,1,500,296,"LA"
135,1989,1,115,1,0.14078315787508,0,0,0,0,7,0,5,5,1638.69145734505,21368856,1,1,1,4562,58,"LA"
840,1989,1,510,1,0.0719445271768058,0,0.05,0,0,8,0,4,3,780.847703262976,60391168,2,0,1,8375,139,"Asia"
910,1989,0,NA,0,NA,NA,0,0,0,4,5,4,2,891.583650018573,4057406,1,1,2,2187,NA,"LA"
290,1989,0,NA,0,NA,NA,0,0,0,5,5,2,2,2185.01996956849,37961529,2,2,NA,1500,465,"EECA"
235,1989,0,NA,0,NA,NA,0,0,0,10,7,1,1,6041.75588228306,10005000,2,3,2,0,12,"West"
150,1989,0,NA,0,NA,NA,0,0,0,2,7,2,2,931.538107751868,4103909,2,1,1,0,28,"LA"
NA,1989,0,NA,0,NA,NA,0.98,1,1,NA,NA,NA,NA,890.230107795314,NA,NA,NA,NA,NA,NA,"MENA"
694,1989,0,NA,0,NA,NA,0.91,1,1,-10,NA,NA,1,14010.3785486107,463062,NA,NA,NA,0,1,"MENA"
360,1989,1,256,1,0.0129811691719899,1,0,0,0,-2,5,4,4,2436.18515618659,23161458,3,2,2,2312,NA,"EECA"
365,1989,4,1559,1,0.0652938616354145,1,0.09,0,0,NA,NA,NA,NA,NA,147721000,NA,NA,NA,NA,2,"EECA"
517,1989,0,NA,0,NA,NA,0.02,0,0,-7,6,2,2,366.932398730305,7239097,2,1,1,0,2,"Africa"
670,1989,1,410,1,0.193160236463185,1,0.99,1,1,-10,3,3,2,6078.30860424258,15810980,0,0,0,0,55,"MENA"
625,1989,0,NA,0,NA,NA,0.72,1,1,-7,1,4,3,NA,19284633,0,0,1,5250,56,"MENA"
433,1989,0,NA,0,NA,NA,0.94,1,0,-1,5,2,2,691.475902609552,7285378,2,1,1,875,6,"Africa"
830,1989,1,22,1,0.0869776731075838,0,0.15,0,0,-2,6,2,2,10668.7985877568,2930900,1,1,1,NA,11,"Asia"
940,1989,0,NA,0,NA,NA,0,0,0,7,NA,NA,1,552.740501870259,303258,NA,NA,NA,0,NA,"Asia"
451,1989,0,NA,0,NA,NA,0.5,1,0,-7,6,2,2,303.447725747255,3878211,1,1,1,0,NA,"Africa"
92,1989,0,NA,0,NA,NA,0,0,0,6,0,4,4,804.795343397266,5184221,2,2,2,3875,119,"LA"
520,1989,0,NA,0,NA,NA,0.99,1,0,-7,0,5,5,154.742464895341,6285456,1,0,1,3125,6,"Africa"
403,1989,0,NA,0,NA,NA,0,0,0,NA,NA,2,2,817.44346141675,111373,NA,NA,NA,0,NA,"LA"
115,1989,0,NA,0,NA,NA,0.14,0,0,-1,NA,NA,2,1881.87991566298,400133,NA,NA,NA,1250,1,"LA"
380,1989,0,NA,0,NA,NA,0.02,0,0,10,8,1,1,24308.9329443573,8492964,3,3,3,0,49,"West"
572,1989,0,NA,0,NA,NA,0.01,0,0,-10,5,2,2,1061.17419268503,833787,2,0,1,0,NA,"Africa"
591,1989,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,2,5334.32636365327,69388,NA,NA,NA,0,NA,"LA"
652,1989,0,NA,0,NA,NA,0.87,1,1,-9,3,4,3,849.088713227786,12088714,2,1,1,0,118,"MENA"
483,1989,0,NA,0,NA,NA,0.54,1,0,-7,1,3,3,232.254998827949,5769273,2,1,1,6562,3,"Africa"
461,1989,0,NA,0,NA,NA,0.11,0,0,-7,6,2,2,402.684434670462,3684309,2,2,1,0,NA,"Africa"
800,1989,0,NA,0,NA,NA,0.04,0,0,3,4,2,2,1338.59480011803,55812794,1,2,2,0,48,"Asia"
52,1989,0,NA,0,NA,NA,0.06,0,0,9,7,1,1,3562.1042937723,1213625,2,2,2,250,6,"LA"
616,1989,0,NA,0,NA,NA,0.99,1,1,-5,5,2,2,1395.38076915011,7958694,1,1,1,0,9,"MENA"
640,1989,0,NA,0,NA,NA,0.98,1,1,9,4,4,3,2714.1225926777,53066569,2,1,1,250,58,"MENA"
713,1989,0,NA,0,NA,NA,0.01,0,0,-1,8,NA,NA,NA,NA,2,3,3,125,NA,"Asia"
510,1989,0,NA,0,NA,NA,0.3,0,0,-6,5,2,2,NA,24663284,2,1,1,0,9,"Africa"
500,1989,1,492,1,0.141389612651393,1,0.11,0,0,-7,2,4,4,324.564327837634,16802258,2,1,1,1250,9,"Africa"
369,1989,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,51773000,NA,NA,NA,NA,NA,"EECA"
165,1989,0,NA,0,NA,NA,0,0,0,10,7,2,2,2785.30420250978,3088985,2,1,1,0,14,"LA"
57,1989,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,1,1962.74428807268,107081,NA,NA,NA,0,NA,"LA"
101,1989,0,NA,0,NA,NA,0,0,0,9,2,4,4,2151.92068779459,19388262,2,2,2,312,53,"LA"
816,1989,1,203,1,0.0180851854468802,0,0.01,0,0,NA,2,3,3,93.3265270793405,64774000,2,NA,2,0,156,"Asia"
935,1989,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,1116.65036317609,142852,NA,NA,NA,0,NA,"Asia"
990,1989,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,675.416041246671,162001,NA,NA,NA,NA,NA,"LA"
678,1989,0,NA,0,NA,NA,0.99,1,1,-5,3,NA,NA,288.029651794006,11426912,1,0,1,NA,5,"MENA"
680,1989,0,NA,0,NA,NA,NA,NA,1,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"MENA"
345,1989,0,NA,0,NA,NA,NA,NA,0,-5,2,3,3,NA,NA,NA,NA,2,NA,73,"EECA"
560,1989,3,1039,1,0.0690053767957296,0.666666666666667,0.01,0,0,4,3,4,4,2668.22478902124,34490549,1,0,1,5250,379,"Africa"
551,1989,0,NA,0,NA,NA,0,0,0,-9,4,2,2,517.299327348553,7921028,2,1,1,0,14,"Africa"
552,1989,1,247,1,0.00949180597315433,0,0.01,0,0,-6,4,2,3,1088.11786385339,10184966,2,1,1,0,23,"Africa"
700,1990,0,NA,0,NA,NA,1,1,1,-8,0,4,4,308.715405769681,12067570,1,0,0,5250,56,"MENA"
540,1990,0,NA,0,NA,NA,0,0,0,-7,3,4,4,996.422834868136,11127870,2,NA,NA,3125,22,"Africa"
339,1990,0,NA,0,NA,NA,0.7,1,0,1,3,3,3,644.567859796998,3286542,2,1,1,2375,64,"EECA"
696,1990,0,NA,0,NA,NA,0.87,1,1,-8,6,2,1,28066.1138255334,1811458,0,1,1,0,21,"MENA"
160,1990,0,NA,0,NA,NA,0.01,0,0,7,4,3,2,4332.68141370527,32729740,2,1,1,1500,107,"LA"
58,1990,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,NA,7237.42448826237,61906,NA,NA,NA,0,NA,"LA"
900,1990,1,344,1,0.104714634737975,1,0.01,0,0,10,7,1,1,18974.6552483943,17065100,2,2,2,0,56,"West"
305,1990,1,415,1,0.117259182211709,1,0.02,0,0,10,7,1,1,21480.7633343665,7677850,2,1,2,125,37,"West"
516,1990,0,NA,0,NA,NA,0.02,0,0,-7,4,2,2,199.740715693053,5613141,2,1,1,0,2,"Africa"
211,1990,1,147,1,0.11665840387178,0,0.03,0,0,10,8,NA,1,20327.2639613778,9967379,2,2,2,312,19,"West"
434,1990,0,NA,0,NA,NA,0.21,0,0,0,8,2,1,368.885269051619,5001271,2,1,2,562,NA,"Africa"
439,1990,0,NA,0,NA,NA,0.55,1,0,-7,3,2,3,355.612641338312,8811033,1,1,1,1875,3,"Africa"
771,1990,0,NA,0,NA,NA,0.88,1,0,-5,3,4,4,295.480843459098,105983136,2,0,1,1125,34,"Asia"
355,1990,0,NA,0,NA,NA,0.13,0,0,8,3,2,2,2349.5937640123,8718289,2,1,1,3437,121,"EECA"
692,1990,0,NA,0,NA,NA,0.82,1,1,-10,5,3,3,9899.9957066618,495944,0,0,1,0,11,"MENA"
31,1990,0,NA,0,NA,NA,0,0,0,NA,NA,1,1,14435.549879456,256338,NA,NA,NA,0,NA,"LA"
370,1990,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,1834.82575403465,10189000,NA,NA,NA,NA,NA,"EECA"
80,1990,0,NA,0,NA,NA,0,0,0,NA,7,NA,1,2161.80046067224,187552,2,2,2,0,5,"LA"
145,1990,0,NA,0,NA,NA,0,0,0,9,5,2,3,716.448472822053,6856246,2,1,1,250,33,"LA"
140,1990,0,NA,0,NA,NA,0,0,0,8,3,5,4,2687.21456571033,150393143,2,1,1,625,143,"LA"
53,1990,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,7787.38779035691,260374,NA,NA,NA,0,6,"LA"
835,1990,0,NA,0,NA,NA,0.67,1,0,NA,6,2,1,13702.178343238,256939,0,0,1,0,2,"Asia"
760,1990,0,NA,0,NA,NA,0.01,0,0,-10,3,2,NA,510.697471181524,535505,1,1,1,437,5,"Asia"
571,1990,0,NA,0,NA,NA,0,0,0,7,7,NA,1,2688.96008949996,1379814,1,0,1,0,3,"Africa"
482,1990,0,NA,0,NA,NA,0.08,0,0,-7,4,2,2,494.609856074723,2937832,1,1,1,0,1,"Africa"
20,1990,2,659,1,0.0868579684518203,1,0.01,0,0,10,8,1,1,21405.4556577869,27791000,2,3,2,1187,222,"West"
225,1990,3,412,1,0.0922376572221056,0.666666666666667,0.02,0,0,10,8,2,1,36564.6837873637,6715519,2,2,2,0,NA,"West"
155,1990,0,NA,0,NA,NA,0,0,0,8,3,3,3,2609.47723413537,13141202,2,1,1,2187,53,"LA"
710,1990,6,1257,1,0.0198340489659504,0,0.02,0,0,-7,2,4,4,347.077518710026,1135185000,2,1,1,2125,509,"Asia"
437,1990,0,NA,0,NA,NA,0.39,0,0,-7,5,2,2,981.596624065724,12165909,1,1,1,1750,17,"Africa"
471,1990,0,NA,0,NA,NA,0.22,0,0,-8,2,2,3,981.388008536757,12070359,2,1,1,125,7,"Africa"
490,1990,0,NA,0,NA,NA,NA,NA,0,-8,0,3,3,267.935918624388,34962676,2,0,0,125,23,"Africa"
484,1990,0,NA,0,NA,NA,0.01,0,0,-8,4,2,2,1174.32384260801,2386467,2,1,1,0,1,"Africa"
100,1990,0,NA,0,NA,NA,0,0,0,8,0,5,5,1709.09942110219,34271563,2,1,1,7187,137,"LA"
581,1990,0,NA,0,NA,NA,0.98,1,0,4,NA,2,1,590.547523286442,415144,NA,NA,NA,NA,NA,"Africa"
402,1990,0,NA,0,NA,NA,0.02,0,0,-2,NA,NA,1,995.372511134277,341256,NA,NA,NA,0,2,"Africa"
94,1990,1,226,1,0.023373851909248,0,0,0,0,10,8,NA,1,2356.32414921207,3095994,2,2,2,125,27,"LA"
315,1990,0,NA,0,NA,NA,NA,NA,0,8,8,NA,NA,NA,NA,2,1,1,NA,274,"EECA"
40,1990,1,268,1,0.010626589480556,1,0,0,0,-7,3,3,3,2702.18528421773,10582082,3,2,2,0,95,"LA"
352,1990,0,NA,0,NA,NA,0,0,0,10,7,NA,1,9970.82064527585,766611,1,1,1,0,8,"EECA"
260,1990,6,2289,1,0.0362712818662747,0.833333333333333,0.03,0,0,10,NA,NA,NA,21300.8704092941,79433029,NA,NA,NA,0,651,"West"
522,1990,0,NA,0,NA,NA,0.9,1,0,-8,NA,2,2,774.530154537532,588356,NA,NA,NA,0,2,"Africa"
54,1990,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,2820.94098553776,70928,NA,NA,NA,0,3,"LA"
390,1990,0,NA,0,NA,NA,0.02,0,0,10,8,1,1,26426.1274570891,5140939,3,3,2,0,7,"West"
42,1990,0,NA,0,NA,NA,0,0,0,6,5,2,2,1295.29804180936,7183646,2,2,2,750,20,"LA"
615,1990,0,NA,0,NA,NA,0.98,1,1,-2,5,2,2,2358.67270223964,25912364,1,0,1,0,17,"MENA"
130,1990,1,40,1,0.051055741754287,0,0,0,0,9,4,3,3,1249.99375340356,10218085,2,1,1,1875,14,"LA"
651,1990,3,1319,1,0.170514476385876,0.333333333333333,0.93,1,1,-6,4,3,3,637.924933670968,56397273,1,1,1,750,151,"MENA"
531,1990,0,NA,0,NA,NA,0.39,0,0,NA,NA,NA,NA,103.284425019324,3139083,NA,NA,NA,NA,12,"Africa"
230,1990,0,NA,0,NA,NA,0.01,0,0,10,5,2,1,13397.5682905399,38850435,2,2,1,312,90,"West"
530,1990,0,NA,0,NA,NA,0.33,0,0,-8,0,4,4,233.287845187506,48057094,1,1,1,3375,47,"Africa"
375,1990,0,NA,0,NA,NA,0,0,0,10,8,1,1,27852.1745973312,4986431,3,3,2,0,8,"West"
950,1990,0,NA,0,NA,NA,0.08,0,0,5,6,2,NA,1854.56306691264,728626,0,1,1,375,1,"LA"
220,1990,5,1447,1,0.0518893105526061,0.6,0.01,0,0,9,5,1,1,21333.8959812273,58512808,2,2,2,875,388,"West"
481,1990,0,NA,0,NA,NA,0.03,0,0,-6,4,1,2,6166.66153751866,952269,2,1,1,1625,5,"Africa"
200,1990,5,1488,1,0.0697413052185937,0.6,0.02,0,0,10,8,1,1,17816.2746672832,57247586,2,2,2,4250,580,"West"
452,1990,0,NA,0,NA,NA,0.15,0,0,-7,4,2,2,682.403597827512,14628260,2,1,1,0,9,"Africa"
438,1990,0,NA,0,NA,NA,0.69,1,0,-7,5,3,2,485.105843892487,6034082,1,1,1,0,5,"Africa"
420,1990,1,434,1,0.0663716739978887,0,0.87,1,0,8,8,2,1,771.84979018123,916811,2,1,1,0,4,"Africa"
404,1990,0,NA,0,NA,NA,0.38,0,0,-8,6,2,2,597.699286469556,1056208,2,1,1,0,3,"Africa"
350,1990,0,NA,0,NA,NA,0.03,0,0,10,6,2,1,9187.26126135541,10156902,2,2,2,2000,63,"EECA"
55,1990,0,NA,0,NA,NA,0,0,0,NA,NA,1,1,2393.07378250444,96286,NA,NA,NA,0,3,"LA"
90,1990,1,241,1,0.0254429743788074,0,0,0,0,3,1,5,5,767.121787111772,9158547,2,1,1,6250,46,"LA"
110,1990,0,NA,0,NA,NA,0.09,0,0,-7,5,2,2,871.529657824633,720282,2,1,2,0,1,"LA"
91,1990,0,NA,0,NA,NA,0,0,0,6,3,3,3,741.745458676615,4903363,2,1,1,3187,27,"LA"
41,1990,2,180,1,0.174767569291893,0.5,0,0,0,7,2,4,4,367.588939477218,7099733,1,1,2,1062,72,"LA"
310,1990,2,1605,1,0.286817751039597,1,0,0,0,10,8,NA,1,3514.69402630632,10373988,2,2,2,250,154,"EECA"
850,1990,0,NA,0,NA,NA,0.87,1,0,-7,0,4,3,700.841147390289,181436821,2,1,1,3125,33,"Asia"
750,1990,6,1770,1,0.139260222045114,0.333333333333333,0.12,0,0,8,2,4,4,376.106599300254,870601776,2,1,0,11875,304,"Asia"
205,1990,4,988,1,0.126210309876263,1,0,0,0,10,7,1,1,13654.0637156452,3513974,2,2,2,0,114,"West"
630,1990,3,668,1,0.0477269513177268,1,1,1,1,-6,1,4,4,1615.20546298354,56169196,0,0,0,0,232,"MENA"
645,1990,1,387,1,0.0404141864977024,1,0.96,1,1,-9,0,5,5,972.916682895767,17478455,2,1,1,250,1660,"MENA"
395,1990,0,NA,0,NA,NA,0,0,0,NA,8,NA,1,25008.4676341367,254826,2,2,2,0,3,"West"
666,1990,0,NA,0,NA,NA,0.14,0,1,9,5,NA,NA,12861.6178089091,4660000,2,1,2,5125,749,"MENA"
325,1990,0,NA,0,NA,NA,0.02,0,0,10,7,2,1,20026.6254107204,56719240,2,2,2,625,180,"West"
51,1990,0,NA,0,NA,NA,0,0,0,10,6,2,2,2038.66153416457,2390000,2,1,2,0,33,"LA"
663,1990,1,378,1,0.0361563075790002,0,0.97,1,1,-4,7,3,2,1197.06002915414,3170000,1,1,1,0,139,"MENA"
740,1990,7,2746,1,0.0939752048624297,0.571428571428571,0,0,0,10,8,1,1,25388.27200481,123537000,2,1,1,312,833,"Asia"
501,1990,1,663,1,0.0573646705699319,1,0.06,0,0,-7,5,3,3,470.730371893871,23446229,1,1,1,1437,56,"Africa"
60,1990,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,4925.76039169481,40833,NA,NA,NA,0,NA,"LA"
732,1990,1,96,1,0.0018200621469549,1,0,0,0,6,4,3,3,6292.54310307086,42869283,1,1,1,1125,155,"Asia"
690,1990,0,NA,0,NA,NA,0.92,1,1,NA,NA,5,5,8967.4006332199,2058832,NA,NA,NA,250,1117,"MENA"
812,1990,0,NA,0,NA,NA,0,0,0,-7,4,2,3,203.951057634837,4247839,2,1,1,0,16,"Asia"
660,1990,0,NA,0,NA,NA,0.6,1,1,NA,NA,4,4,1040.15020276053,2703019,NA,NA,NA,1187,276,"MENA"
620,1990,0,NA,0,NA,NA,0.98,1,1,-7,3,3,3,7298.05813635641,4398419,0,1,1,0,52,"MENA"
56,1990,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,3364.83541328273,138180,NA,NA,NA,0,2,"LA"
223,1990,0,NA,0,NA,NA,0.02,0,0,NA,NA,NA,NA,49452.388282942,28745,NA,NA,NA,0,1,"West"
780,1990,0,NA,0,NA,NA,0.08,0,0,5,0,5,5,473.583908367315,17015000,2,1,2,3125,38,"Asia"
570,1990,0,NA,0,NA,NA,0,0,0,-7,4,2,2,340.925238771234,1597534,1,0,0,2375,1,"Africa"
212,1990,0,NA,0,NA,NA,0.01,0,0,10,8,NA,1,33181.9277856884,381850,2,3,3,0,8,"West"
600,1990,1,96,1,0.224015665870019,0,0.99,1,1,-8,1,3,3,1169.41326086798,24950128,1,0,1,875,22,"MENA"
580,1990,0,NA,0,NA,NA,0.01,0,0,-6,4,2,2,266.742539130908,11545782,2,1,2,1875,2,"Africa"
781,1990,0,NA,0,NA,NA,1,1,0,NA,NA,2,2,1289.57379320211,218000,NA,NA,NA,0,4,"EECA"
70,1990,3,1727,1,0.0566644042623731,1,0,0,0,0,0,4,3,3814.80222731749,85609404,2,1,1,312,256,"LA"
432,1990,0,NA,0,NA,NA,0.94,1,0,-7,4,4,3,315.126620977947,8482075,2,0,0,0,3,"Africa"
338,1990,0,NA,0,NA,NA,0,0,0,NA,NA,NA,1,6972.69753154706,354170,NA,NA,NA,0,3,"EECA"
775,1990,0,NA,0,NA,NA,0.02,0,0,-7,2,4,4,122.775374374338,42007309,0,2,1,3250,57,"Asia"
712,1990,0,NA,0,NA,NA,0.1,0,0,2,8,NA,NA,689.74439214081,2184145,1,NA,2,875,26,"Asia"
541,1990,0,NA,0,NA,NA,0.13,0,0,-7,4,3,4,218.826895033874,13371971,2,1,1,3125,13,"Africa"
435,1990,0,NA,0,NA,NA,0.99,1,0,-7,0,4,4,801.56614565343,2023665,1,1,1,0,1,"Africa"
590,1990,0,NA,0,NA,NA,0.16,0,0,10,7,1,1,2480.81503402875,1058775,2,1,1,0,4,"Africa"
553,1990,0,NA,0,NA,NA,0.16,0,0,-9,4,2,3,315.967991358895,9408998,2,2,1,0,5,"Africa"
820,1990,0,NA,0,NA,NA,0.49,0,0,4,3,2,2,2611.87936028552,18211097,2,1,1,0,25,"Asia"
565,1990,0,NA,0,NA,NA,0,0,0,6,6,2,2,1892.79259701758,1415447,2,0,1,0,22,"Africa"
436,1990,0,NA,0,NA,NA,0.99,1,0,-7,3,4,3,340.195008634932,7911884,1,0,1,437,NA,"Africa"
475,1990,1,416,1,0.0870640166697346,0,0.48,0,0,-5,2,3,3,366.315963316636,95617345,1,1,0,2187,20,"Africa"
93,1990,0,NA,0,NA,NA,0,0,0,6,2,2,3,862.020505774598,4144564,2,1,1,4187,257,"LA"
210,1990,1,155,1,0.0789573847459033,0,0.02,0,0,10,8,NA,NA,19802.6698036087,14951510,2,3,3,0,34,"West"
385,1990,0,NA,0,NA,NA,0.01,0,0,10,7,1,1,27738.7978890042,4241473,3,2,2,0,23,"West"
790,1990,0,NA,0,NA,NA,0.04,0,0,5,3,4,3,208.720915914209,18741688,2,1,1,4562,38,"Asia"
920,1990,0,NA,0,NA,NA,0,0,0,10,8,NA,1,13232.9620282308,3329800,2,3,2,0,25,"West"
698,1990,0,NA,0,NA,NA,0.88,1,1,-10,7,NA,1,6384.18437226248,1812159,0,0,1,0,7,"MENA"
770,1990,3,770,1,0.128826633015584,0.666666666666667,0.97,1,0,8,2,4,3,465.080250699121,107607639,1,0,1,2500,150,"Asia"
95,1990,0,NA,0,NA,NA,0.05,0,0,8,4,3,2,2443.52638476485,2471010,2,1,1,2125,302,"LA"
135,1990,0,NA,0,NA,NA,0,0,0,8,1,5,5,1344.83941810657,21826658,1,1,1,5562,99,"LA"
840,1990,0,NA,0,NA,NA,0.05,0,0,8,3,4,4,792.513581951103,61947340,2,1,1,8500,146,"Asia"
910,1990,0,NA,0,NA,NA,0,0,0,4,3,4,4,790.211717086701,4157903,1,1,1,1875,1,"LA"
290,1990,0,NA,0,NA,NA,0,0,0,5,6,2,2,1691.9971205145,38110782,2,2,2,500,301,"EECA"
235,1990,0,NA,0,NA,NA,0,0,0,10,8,1,1,7845.70468289283,9983218,2,2,2,312,26,"West"
150,1990,0,NA,0,NA,NA,0,0,0,2,4,3,2,1094.7884557804,4213740,2,1,1,125,3,"LA"
NA,1990,0,NA,0,NA,NA,0.98,1,1,NA,NA,NA,NA,930.091841004888,1978248,NA,NA,NA,NA,1,"MENA"
694,1990,0,NA,0,NA,NA,0.91,1,1,-10,NA,NA,1,15446.3315273947,476478,NA,NA,NA,0,8,"MENA"
360,1990,4,1218,1,0.0442697903171274,0.5,0,0,0,5,4,3,2,1734.97869187646,23201835,1,2,2,3250,180,"EECA"
365,1990,3,586,1,0.0938453079700374,0.333333333333333,0.09,0,0,NA,6,NA,NA,3839.87197528409,148292000,2,1,1,NA,7,"EECA"
517,1990,0,NA,0,NA,NA,0.02,0,0,-7,3,5,4,356.747500224274,7259740,2,1,1,1875,7,"Africa"
670,1990,4,2041,1,0.131378431268229,0.75,0.99,1,1,-10,4,3,2,7196.20862811265,16361453,0,0,0,0,562,"MENA"
625,1990,0,NA,0,NA,NA,0.72,1,1,-7,1,4,4,NA,20008804,0,0,0,3125,35,"MENA"
433,1990,0,NA,0,NA,NA,0.94,1,0,-1,3,3,3,825.746174558559,7514201,2,1,1,0,3,"Africa"
830,1990,0,NA,0,NA,NA,0.15,0,0,-2,6,2,2,12874.7604391668,3047100,1,1,2,NA,21,"Asia"
940,1990,0,NA,0,NA,NA,0,0,0,8,NA,NA,1,667.386463644331,311849,NA,NA,NA,0,NA,"Asia"
451,1990,0,NA,0,NA,NA,0.5,1,0,-7,5,2,2,217.55352567947,3931208,1,1,1,0,5,"Africa"
92,1990,0,NA,0,NA,NA,0,0,0,6,1,4,4,898.33401506598,5252082,2,1,1,3125,129,"LA"
520,1990,0,NA,0,NA,NA,0.99,1,0,-7,3,5,5,157.249906563618,6321615,1,0,1,4750,4,"Africa"
115,1990,0,NA,0,NA,NA,0.14,0,0,2,NA,3,3,1847.92349664796,408276,NA,NA,NA,2437,6,"LA"
380,1990,0,NA,0,NA,NA,0.02,0,0,10,8,NA,1,29024.6320611644,8558835,3,3,2,250,25,"West"
572,1990,0,NA,0,NA,NA,0.01,0,0,-10,5,2,2,1257.48143325601,862728,2,0,1,0,NA,"Africa"
591,1990,0,NA,0,NA,NA,0.01,0,0,NA,NA,NA,2,6410.47676320429,70000,NA,NA,NA,0,5,"LA"
652,1990,0,NA,0,NA,NA,0.87,1,1,-9,2,4,4,895.470332330815,12451539,2,1,1,0,114,"MENA"
483,1990,0,NA,0,NA,NA,0.54,1,0,-7,0,4,4,270.870652244045,5958022,0,1,1,1875,12,"Africa"
461,1990,0,NA,0,NA,NA,0.11,0,0,-7,3,3,2,471.756399572968,3786942,2,1,1,500,NA,"Africa"
800,1990,0,NA,0,NA,NA,0.04,0,0,3,3,3,2,1560.53635112097,56582824,1,1,1,250,53,"Asia"
52,1990,0,NA,0,NA,NA,0.06,0,0,9,5,2,2,4147.62534536265,1221904,2,3,2,2125,14,"LA"
616,1990,0,NA,0,NA,NA,0.99,1,1,-5,4,3,3,1661.8328330526,8154400,1,1,1,250,16,"MENA"
